calendar_date,weekday,day_of_month,day_of_year,week_of_month,week,month,quarter,year,retail_week,isoyear,isoweek,first_day_of_week,first_day_of_month,first_day_of_quarter,first_day_of_year,last_day_of_week,last_day_of_month,last_day_of_quarter,last_day_of_year,day_of_quarter,days_in_week,days_in_month,days_in_quarter,days_in_year,is_sunday,is_tuesday,is_monday,is_wednesday,is_thursday,is_friday,is_saturday,is_weekday,is_weekend,is_first_day_of_week,is_first_day_of_month,is_first_day_of_quarter,is_first_day_of_year,is_last_day_of_week,is_last_day_of_month,is_last_day_of_quarter,is_last_day_of_year,pct_week_elapsed,pct_month_elapsed,pct_quarter_elapsed,pct_year_elapsed,simple_scaling_factor__end_of_week,simple_scaling_factor__end_of_month,simple_scaling_factor__end_of_quarter,simple_scaling_factor__end_of_year,elapsed_month_sundays,elapsed_month_mondays,elapsed_month_tuesdays,elapsed_month_wednesdays,elapsed_month_thursdays,elapsed_month_fridays,elapsed_month_saturdays,sundays_in_month,mondays_in_month,tuesdays_in_month,wednesdays_in_month,thursdays_in_month,fridays_in_month,saturdays_in_month,nth_sunday_of_month,nth_monday_of_month,nth_tuesday_of_month,nth_wednesday_of_month,nth_thursday_of_month,nth_friday_of_month,nth_saturday_of_month,fixed_holidays,floating_holidays,holiday
2024-04-14,1,14,105,2.0,15,4,2,2024,15,2024,15,2024-04-14,2024-04-01,2024-04-01,2024-01-01,2024-04-20,2024-04-30,2024-06-30,2024-12-31,14,7,30,91,366,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,0.14285714285714285,0.46666666666666667,0.15384615384615385,0.28688524590163933,7.0,2.1428571428571428,6.5,3.4857142857142858,2,2,2,2,2,2,2,4,5,5,4,4,4,4,2,,,,,,,,,
2024-04-15,2,15,106,3.0,15,4,2,2024,15,2024,16,2024-04-14,2024-04-01,2024-04-01,2024-01-01,2024-04-20,2024-04-30,2024-06-30,2024-12-31,15,7,30,91,366,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.2857142857142857,0.5,0.16483516483516483,0.2896174863387978,3.5,2.0,6.0666666666666664,3.4528301886792452,2,3,2,2,2,2,2,4,5,5,4,4,4,4,,3,,,,,,,,
2024-04-16,3,16,107,3.0,15,4,2,2024,15,2024,16,2024-04-14,2024-04-01,2024-04-01,2024-01-01,2024-04-20,2024-04-30,2024-06-30,2024-12-31,16,7,30,91,366,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.42857142857142855,0.53333333333333333,0.17582417582417584,0.29234972677595628,2.3333333333333335,1.875,5.6875,3.4205607476635516,2,3,3,2,2,2,2,4,5,5,4,4,4,4,,,3,,,,,,,
2024-04-17,4,17,108,3.0,15,4,2,2024,15,2024,16,2024-04-14,2024-04-01,2024-04-01,2024-01-01,2024-04-20,2024-04-30,2024-06-30,2024-12-31,17,7,30,91,366,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,0.5714285714285714,0.56666666666666665,0.18681318681318682,0.29508196721311475,1.75,1.7647058823529411,5.3529411764705879,3.3888888888888888,2,3,3,3,2,2,2,4,5,5,4,4,4,4,,,,3,,,,,,
2024-04-18,5,18,109,3.0,15,4,2,2024,15,2024,16,2024-04-14,2024-04-01,2024-04-01,2024-01-01,2024-04-20,2024-04-30,2024-06-30,2024-12-31,18,7,30,91,366,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,0.7142857142857143,0.6,0.19780219780219779,0.29781420765027322,1.4,1.6666666666666667,5.0555555555555554,3.3577981651376145,2,3,3,3,3,2,2,4,5,5,4,4,4,4,,,,,3,,,,,
2024-04-19,6,19,110,3.0,15,4,2,2024,15,2024,16,2024-04-14,2024-04-01,2024-04-01,2024-01-01,2024-04-20,2024-04-30,2024-06-30,2024-12-31,19,7,30,91,366,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,0.8571428571428571,0.6333333333333333,0.2087912087912088,0.30054644808743169,1.1666666666666667,1.5789473684210527,4.7894736842105265,3.3272727272727272,2,3,3,3,3,3,2,4,5,5,4,4,4,4,,,,,,3,,,,
2024-04-20,7,20,111,3.0,15,4,2,2024,16,2024,16,2024-04-14,2024-04-01,2024-04-01,2024-01-01,2024-04-20,2024-04-30,2024-06-30,2024-12-31,20,7,30,91,366,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,1.0,0.66666666666666663,0.21978021978021978,0.30327868852459017,1.0,1.5,4.55,3.2972972972972974,2,3,3,3,3,3,3,4,5,5,4,4,4,4,,,,,,,3,,,
2024-04-21,1,21,112,3.0,16,4,2,2024,16,2024,16,2024-04-21,2024-04-01,2024-04-01,2024-01-01,2024-04-27,2024-04-30,2024-06-30,2024-12-31,21,7,30,91,366,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,0.14285714285714285,0.7,0.23076923076923078,0.30601092896174864,7.0,1.4285714285714286,4.333333333333333,3.2678571428571428,3,3,3,3,3,3,3,4,5,5,4,4,4,4,3,,,,,,,,,
2024-04-22,2,22,113,4.0,16,4,2,2024,16,2024,17,2024-04-21,2024-04-01,2024-04-01,2024-01-01,2024-04-27,2024-04-30,2024-06-30,2024-12-31,22,7,30,91,366,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.2857142857142857,0.73333333333333328,0.24175824175824176,0.30874316939890711,3.5,1.3636363636363635,4.1363636363636367,3.2389380530973453,3,4,3,3,3,3,3,4,5,5,4,4,4,4,,4,,,,,,,,
2024-04-23,3,23,114,4.0,16,4,2,2024,16,2024,17,2024-04-21,2024-04-01,2024-04-01,2024-01-01,2024-04-27,2024-04-30,2024-06-30,2024-12-31,23,7,30,91,366,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.42857142857142855,0.76666666666666672,0.25274725274725274,0.31147540983606559,2.3333333333333335,1.3043478260869565,3.9565217391304346,3.2105263157894739,3,4,4,3,3,3,3,4,5,5,4,4,4,4,,,4,,,,,,,
2024-04-24,4,24,115,4.0,16,4,2,2024,16,2024,17,2024-04-21,2024-04-01,2024-04-01,2024-01-01,2024-04-27,2024-04-30,2024-06-30,2024-12-31,24,7,30,91,366,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,0.5714285714285714,0.8,0.26373626373626374,0.31420765027322406,1.75,1.25,3.7916666666666665,3.1826086956521737,3,4,4,4,3,3,3,4,5,5,4,4,4,4,,,,4,,,,,,
2024-04-25,5,25,116,4.0,16,4,2,2024,16,2024,17,2024-04-21,2024-04-01,2024-04-01,2024-01-01,2024-04-27,2024-04-30,2024-06-30,2024-12-31,25,7,30,91,366,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,0.7142857142857143,0.83333333333333337,0.27472527472527475,0.31693989071038253,1.4,1.2,3.64,3.1551724137931036,3,4,4,4,4,3,3,4,5,5,4,4,4,4,,,,,4,,,,,
2024-04-26,6,26,117,4.0,16,4,2,2024,16,2024,17,2024-04-21,2024-04-01,2024-04-01,2024-01-01,2024-04-27,2024-04-30,2024-06-30,2024-12-31,26,7,30,91,366,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,0.8571428571428571,0.8666666666666667,0.2857142857142857,0.319672131147541,1.1666666666666667,1.1538461538461537,3.5,3.1282051282051282,3,4,4,4,4,4,3,4,5,5,4,4,4,4,,,,,,4,,,,
2024-04-27,7,27,118,4.0,16,4,2,2024,17,2024,17,2024-04-21,2024-04-01,2024-04-01,2024-01-01,2024-04-27,2024-04-30,2024-06-30,2024-12-31,27,7,30,91,366,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,1.0,0.9,0.2967032967032967,0.32240437158469948,1.0,1.1111111111111112,3.3703703703703702,3.1016949152542375,3,4,4,4,4,4,4,4,5,5,4,4,4,4,,,,,,,4,,,
2024-04-28,1,28,119,4.0,17,4,2,2024,17,2024,17,2024-04-28,2024-04-01,2024-04-01,2024-01-01,2024-05-04,2024-04-30,2024-06-30,2024-12-31,28,7,30,91,366,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,0.14285714285714285,0.93333333333333335,0.30769230769230771,0.3251366120218579,7.0,1.0714285714285714,3.25,3.0756302521008405,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,,,,,,,,,
2024-04-29,2,29,120,5.0,17,4,2,2024,17,2024,18,2024-04-28,2024-04-01,2024-04-01,2024-01-01,2024-05-04,2024-04-30,2024-06-30,2024-12-31,29,7,30,91,366,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.2857142857142857,0.96666666666666667,0.31868131868131866,0.32786885245901637,3.5,1.0344827586206897,3.1379310344827585,3.05,4,5,4,4,4,4,4,4,5,5,4,4,4,4,,5,,,,,,,,
2024-04-30,3,30,121,5.0,17,4,2,2024,17,2024,18,2024-04-28,2024-04-01,2024-04-01,2024-01-01,2024-05-04,2024-04-30,2024-06-30,2024-12-31,30,7,30,91,366,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,0.42857142857142855,1.0,0.32967032967032966,0.33060109289617484,2.3333333333333335,1.0,3.0333333333333332,3.0247933884297522,4,5,5,4,4,4,4,4,5,5,4,4,4,4,,,5,,,,,,,
2024-05-01,4,1,122,1.0,17,5,2,2024,17,2024,18,2024-04-28,2024-05-01,2024-04-01,2024-01-01,2024-05-04,2024-05-31,2024-06-30,2024-12-31,31,7,31,91,366,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,0.5714285714285714,0.032258064516129031,0.34065934065934067,0.33333333333333331,1.75,31.0,2.935483870967742,3.0,0,0,0,1,0,0,0,4,4,4,5,5,5,4,,,,1,,,,,,
2024-05-02,5,2,123,1.0,17,5,2,2024,17,2024,18,2024-04-28,2024-05-01,2024-04-01,2024-01-01,2024-05-04,2024-05-31,2024-06-30,2024-12-31,32,7,31,91,366,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,0.7142857142857143,0.064516129032258063,0.35164835164835168,0.33606557377049179,1.4,15.5,2.84375,2.975609756097561,0,0,0,1,1,0,0,4,4,4,5,5,5,4,,,,,1,,,,,
2024-05-03,6,3,124,1.0,17,5,2,2024,17,2024,18,2024-04-28,2024-05-01,2024-04-01,2024-01-01,2024-05-04,2024-05-31,2024-06-30,2024-12-31,33,7,31,91,366,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,0.8571428571428571,0.0967741935483871,0.36263736263736263,0.33879781420765026,1.1666666666666667,10.333333333333334,2.7575757575757578,2.9516129032258065,0,0,0,1,1,1,0,4,4,4,5,5,5,4,,,,,,1,,,,
2024-05-04,7,4,125,1.0,17,5,2,2024,18,2024,18,2024-04-28,2024-05-01,2024-04-01,2024-01-01,2024-05-04,2024-05-31,2024-06-30,2024-12-31,34,7,31,91,366,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,1.0,0.12903225806451613,0.37362637362637363,0.34153005464480873,1.0,7.75,2.6764705882352939,2.928,0,0,0,1,1,1,1,4,4,4,5,5,5,4,,,,,,,1,,,
2024-05-05,1,5,126,1.0,18,5,2,2024,18,2024,18,2024-05-05,2024-05-01,2024-04-01,2024-01-01,2024-05-11,2024-05-31,2024-06-30,2024-12-31,35,7,31,91,366,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,0.14285714285714285,0.16129032258064516,0.38461538461538464,0.34426229508196721,7.0,6.2,2.6,2.9047619047619047,1,0,0,1,1,1,1,4,4,4,5,5,5,4,1,,,,,,,,,
2024-05-06,2,6,127,1.0,18,5,2,2024,18,2024,19,2024-05-05,2024-05-01,2024-04-01,2024-01-01,2024-05-11,2024-05-31,2024-06-30,2024-12-31,36,7,31,91,366,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.2857142857142857,0.19354838709677419,0.39560439560439559,0.34699453551912568,3.5,5.166666666666667,2.5277777777777777,2.8818897637795278,1,1,0,1,1,1,1,4,4,4,5,5,5,4,,1,,,,,,,,
2024-05-07,3,7,128,1.0,18,5,2,2024,18,2024,19,2024-05-05,2024-05-01,2024-04-01,2024-01-01,2024-05-11,2024-05-31,2024-06-30,2024-12-31,37,7,31,91,366,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.42857142857142855,0.22580645161290322,0.40659340659340659,0.34972677595628415,2.3333333333333335,4.4285714285714288,2.4594594594594597,2.859375,1,1,1,1,1,1,1,4,4,4,5,5,5,4,,,1,,,,,,,
2024-05-08,4,8,129,2.0,18,5,2,2024,18,2024,19,2024-05-05,2024-05-01,2024-04-01,2024-01-01,2024-05-11,2024-05-31,2024-06-30,2024-12-31,38,7,31,91,366,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,0.5714285714285714,0.25806451612903225,0.4175824175824176,0.35245901639344263,1.75,3.875,2.3947368421052633,2.8372093023255816,1,1,1,2,1,1,1,4,4,4,5,5,5,4,,,,2,,,,,,
2024-05-09,5,9,130,2.0,18,5,2,2024,18,2024,19,2024-05-05,2024-05-01,2024-04-01,2024-01-01,2024-05-11,2024-05-31,2024-06-30,2024-12-31,39,7,31,91,366,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,0.7142857142857143,0.29032258064516131,0.42857142857142855,0.3551912568306011,1.4,3.4444444444444446,2.3333333333333335,2.8153846153846156,1,1,1,2,2,1,1,4,4,4,5,5,5,4,,,,,2,,,,,
2024-05-10,6,10,131,2.0,18,5,2,2024,18,2024,19,2024-05-05,2024-05-01,2024-04-01,2024-01-01,2024-05-11,2024-05-31,2024-06-30,2024-12-31,40,7,31,91,366,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,0.8571428571428571,0.32258064516129031,0.43956043956043955,0.35792349726775957,1.1666666666666667,3.1,2.275,2.7938931297709924,1,1,1,2,2,2,1,4,4,4,5,5,5,4,,,,,,2,,,,
2024-05-11,7,11,132,2.0,18,5,2,2024,19,2024,19,2024-05-05,2024-05-01,2024-04-01,2024-01-01,2024-05-11,2024-05-31,2024-06-30,2024-12-31,41,7,31,91,366,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,1.0,0.35483870967741937,0.45054945054945056,0.36065573770491804,1.0,2.8181818181818183,2.2195121951219514,2.7727272727272729,1,1,1,2,2,2,2,4,4,4,5,5,5,4,,,,,,,2,,,
2024-05-12,1,12,133,2.0,19,5,2,2024,19,2024,19,2024-05-12,2024-05-01,2024-04-01,2024-01-01,2024-05-18,2024-05-31,2024-06-30,2024-12-31,42,7,31,91,366,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,0.14285714285714285,0.38709677419354838,0.46153846153846156,0.36338797814207652,7.0,2.5833333333333335,2.1666666666666665,2.7518796992481205,2,1,1,2,2,2,2,4,4,4,5,5,5,4,2,,,,,,,,Mother's Day,Mother's Day
2024-05-13,2,13,134,2.0,19,5,2,2024,19,2024,20,2024-05-12,2024-05-01,2024-04-01,2024-01-01,2024-05-18,2024-05-31,2024-06-30,2024-12-31,43,7,31,91,366,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.2857142857142857,0.41935483870967744,0.47252747252747251,0.366120218579235,3.5,2.3846153846153846,2.1162790697674421,2.7313432835820897,2,2,1,2,2,2,2,4,4,4,5,5,5,4,,2,,,,,,,,
2024-05-14,3,14,135,2.0,19,5,2,2024,19,2024,20,2024-05-12,2024-05-01,2024-04-01,2024-01-01,2024-05-18,2024-05-31,2024-06-30,2024-12-31,44,7,31,91,366,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.42857142857142855,0.45161290322580644,0.48351648351648352,0.36885245901639346,2.3333333333333335,2.2142857142857144,2.0681818181818183,2.7111111111111112,2,2,2,2,2,2,2,4,4,4,5,5,5,4,,,2,,,,,,,
2024-05-15,4,15,136,3.0,19,5,2,2024,19,2024,20,2024-05-12,2024-05-01,2024-04-01,2024-01-01,2024-05-18,2024-05-31,2024-06-30,2024-12-31,45,7,31,91,366,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,0.5714285714285714,0.4838709677419355,0.49450549450549453,0.37158469945355194,1.75,2.0666666666666669,2.0222222222222221,2.6911764705882355,2,2,2,3,2,2,2,4,4,4,5,5,5,4,,,,3,,,,,,
2024-05-16,5,16,137,3.0,19,5,2,2024,19,2024,20,2024-05-12,2024-05-01,2024-04-01,2024-01-01,2024-05-18,2024-05-31,2024-06-30,2024-12-31,46,7,31,91,366,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,0.7142857142857143,0.5161290322580645,0.50549450549450547,0.37431693989071041,1.4,1.9375,1.9782608695652173,2.6715328467153285,2,2,2,3,3,2,2,4,4,4,5,5,5,4,,,,,3,,,,,
2024-05-17,6,17,138,3.0,19,5,2,2024,19,2024,20,2024-05-12,2024-05-01,2024-04-01,2024-01-01,2024-05-18,2024-05-31,2024-06-30,2024-12-31,47,7,31,91,366,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,0.8571428571428571,0.54838709677419351,0.51648351648351654,0.37704918032786883,1.1666666666666667,1.8235294117647058,1.9361702127659575,2.652173913043478,2,2,2,3,3,3,2,4,4,4,5,5,5,4,,,,,,3,,,,
2024-05-18,7,18,139,3.0,19,5,2,2024,20,2024,20,2024-05-12,2024-05-01,2024-04-01,2024-01-01,2024-05-18,2024-05-31,2024-06-30,2024-12-31,48,7,31,91,366,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,1.0,0.58064516129032262,0.52747252747252749,0.3797814207650273,1.0,1.7222222222222223,1.8958333333333333,2.6330935251798562,2,2,2,3,3,3,3,4,4,4,5,5,5,4,,,,,,,3,,,
2024-05-19,1,19,140,3.0,20,5,2,2024,20,2024,20,2024-05-19,2024-05-01,2024-04-01,2024-01-01,2024-05-25,2024-05-31,2024-06-30,2024-12-31,49,7,31,91,366,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,0.14285714285714285,0.61290322580645162,0.53846153846153844,0.38251366120218577,7.0,1.631578947368421,1.8571428571428572,2.6142857142857143,3,2,2,3,3,3,3,4,4,4,5,5,5,4,3,,,,,,,,,
2024-05-20,2,20,141,3.0,20,5,2,2024,20,2024,21,2024-05-19,2024-05-01,2024-04-01,2024-01-01,2024-05-25,2024-05-31,2024-06-30,2024-12-31,50,7,31,91,366,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.2857142857142857,0.64516129032258063,0.5494505494505495,0.38524590163934425,3.5,1.55,1.82,2.5957446808510638,3,3,2,3,3,3,3,4,4,4,5,5,5,4,,3,,,,,,,,
2024-05-21,3,21,142,3.0,20,5,2,2024,20,2024,21,2024-05-19,2024-05-01,2024-04-01,2024-01-01,2024-05-25,2024-05-31,2024-06-30,2024-12-31,51,7,31,91,366,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.42857142857142855,0.67741935483870963,0.56043956043956045,0.38797814207650272,2.3333333333333335,1.4761904761904763,1.7843137254901962,2.5774647887323945,3,3,3,3,3,3,3,4,4,4,5,5,5,4,,,3,,,,,,,
2024-05-22,4,22,143,4.0,20,5,2,2024,20,2024,21,2024-05-19,2024-05-01,2024-04-01,2024-01-01,2024-05-25,2024-05-31,2024-06-30,2024-12-31,52,7,31,91,366,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,0.5714285714285714,0.70967741935483875,0.5714285714285714,0.39071038251366119,1.75,1.4090909090909092,1.75,2.5594405594405596,3,3,3,4,3,3,3,4,4,4,5,5,5,4,,,,4,,,,,,
2024-05-23,5,23,144,4.0,20,5,2,2024,20,2024,21,2024-05-19,2024-05-01,2024-04-01,2024-01-01,2024-05-25,2024-05-31,2024-06-30,2024-12-31,53,7,31,91,366,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,0.7142857142857143,0.74193548387096775,0.58241758241758246,0.39344262295081966,1.4,1.3478260869565217,1.7169811320754718,2.5416666666666665,3,3,3,4,4,3,3,4,4,4,5,5,5,4,,,,,4,,,,,
2024-05-24,6,24,145,4.0,20,5,2,2024,20,2024,21,2024-05-19,2024-05-01,2024-04-01,2024-01-01,2024-05-25,2024-05-31,2024-06-30,2024-12-31,54,7,31,91,366,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,0.8571428571428571,0.77419354838709675,0.59340659340659341,0.39617486338797814,1.1666666666666667,1.2916666666666667,1.6851851851851851,2.5241379310344829,3,3,3,4,4,4,3,4,4,4,5,5,5,4,,,,,,4,,,,
2024-05-25,7,25,146,4.0,20,5,2,2024,21,2024,21,2024-05-19,2024-05-01,2024-04-01,2024-01-01,2024-05-25,2024-05-31,2024-06-30,2024-12-31,55,7,31,91,366,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,1.0,0.80645161290322576,0.60439560439560436,0.39890710382513661,1.0,1.24,1.6545454545454545,2.506849315068493,3,3,3,4,4,4,4,4,4,4,5,5,5,4,,,,,,,4,,,
2024-05-26,1,26,147,4.0,21,5,2,2024,21,2024,21,2024-05-26,2024-05-01,2024-04-01,2024-01-01,2024-06-01,2024-05-31,2024-06-30,2024-12-31,56,7,31,91,366,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,0.14285714285714285,0.83870967741935487,0.61538461538461542,0.40163934426229508,7.0,1.1923076923076923,1.625,2.489795918367347,4,3,3,4,4,4,4,4,4,4,5,5,5,4,4,,,,,,,,,
2024-05-27,2,27,148,4.0,21,5,2,2024,21,2024,22,2024-05-26,2024-05-01,2024-04-01,2024-01-01,2024-06-01,2024-05-31,2024-06-30,2024-12-31,57,7,31,91,366,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.2857142857142857,0.87096774193548387,0.62637362637362637,0.40437158469945356,3.5,1.1481481481481481,1.5964912280701755,2.4729729729729728,4,4,3,4,4,4,4,4,4,4,5,5,5,4,,4,,,,,,,Memorial Day,Memorial Day
2024-05-28,3,28,149,4.0,21,5,2,2024,21,2024,22,2024-05-26,2024-05-01,2024-04-01,2024-01-01,2024-06-01,2024-05-31,2024-06-30,2024-12-31,58,7,31,91,366,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.42857142857142855,0.90322580645161288,0.63736263736263732,0.40710382513661203,2.3333333333333335,1.1071428571428572,1.5689655172413792,2.4563758389261743,4,4,4,4,4,4,4,4,4,4,5,5,5,4,,,4,,,,,,,
2024-05-29,4,29,150,5.0,21,5,2,2024,21,2024,22,2024-05-26,2024-05-01,2024-04-01,2024-01-01,2024-06-01,2024-05-31,2024-06-30,2024-12-31,59,7,31,91,366,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,0.5714285714285714,0.93548387096774188,0.64835164835164838,0.4098360655737705,1.75,1.0689655172413792,1.5423728813559323,2.44,4,4,4,5,4,4,4,4,4,4,5,5,5,4,,,,5,,,,,,
2024-05-30,5,30,151,5.0,21,5,2,2024,21,2024,22,2024-05-26,2024-05-01,2024-04-01,2024-01-01,2024-06-01,2024-05-31,2024-06-30,2024-12-31,60,7,31,91,366,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,0.7142857142857143,0.967741935483871,0.65934065934065933,0.412568306010929,1.4,1.0333333333333334,1.5166666666666666,2.423841059602649,4,4,4,5,5,4,4,4,4,4,5,5,5,4,,,,,5,,,,,
2024-05-31,6,31,152,5.0,21,5,2,2024,21,2024,22,2024-05-26,2024-05-01,2024-04-01,2024-01-01,2024-06-01,2024-05-31,2024-06-30,2024-12-31,61,7,31,91,366,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,0.8571428571428571,1.0,0.67032967032967028,0.41530054644808745,1.1666666666666667,1.0,1.4918032786885247,2.4078947368421053,4,4,4,5,5,5,4,4,4,4,5,5,5,4,,,,,,5,,,,
2024-06-01,7,1,153,1.0,21,6,2,2024,22,2024,22,2024-05-26,2024-06-01,2024-04-01,2024-01-01,2024-06-01,2024-06-30,2024-06-30,2024-12-31,62,7,30,91,366,false,false,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,1.0,0.033333333333333333,0.68131868131868134,0.41803278688524592,1.0,30.0,1.467741935483871,2.392156862745098,0,0,0,0,0,0,1,5,4,4,4,4,4,5,,,,,,,1,,,
2024-06-02,1,2,154,1.0,22,6,2,2024,22,2024,22,2024-06-02,2024-06-01,2024-04-01,2024-01-01,2024-06-08,2024-06-30,2024-06-30,2024-12-31,63,7,30,91,366,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,0.14285714285714285,0.066666666666666666,0.69230769230769229,0.42076502732240439,7.0,15.0,1.4444444444444444,2.3766233766233764,1,0,0,0,0,0,1,5,4,4,4,4,4,5,1,,,,,,,,,
2024-06-03,2,3,155,1.0,22,6,2,2024,22,2024,23,2024-06-02,2024-06-01,2024-04-01,2024-01-01,2024-06-08,2024-06-30,2024-06-30,2024-12-31,64,7,30,91,366,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.2857142857142857,0.1,0.70329670329670335,0.42349726775956287,3.5,10.0,1.421875,2.3612903225806452,1,1,0,0,0,0,1,5,4,4,4,4,4,5,,1,,,,,,,,
2024-06-04,3,4,156,1.0,22,6,2,2024,22,2024,23,2024-06-02,2024-06-01,2024-04-01,2024-01-01,2024-06-08,2024-06-30,2024-06-30,2024-12-31,65,7,30,91,366,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0.42857142857142855,0.13333333333333333,0.7142857142857143,0.42622950819672129,2.3333333333333335,7.5,1.4,2.3461538461538463,1,1,1,0,0,0,1,5,4,4,4,4,4,5,,,1,,,,,,,
2024-06-05,4,5,157,1.0,22,6,2,2024,22,2024,23,2024-06-02,2024-06-01,2024-04-01,2024-01-01,2024-06-08,2024-06-30,2024-06-30,2024-12-31,66,7,30,91,366,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,0.5714285714285714,0.16666666666666666,0.72527472527472525,0.42896174863387976,1.75,6.0,1.3787878787878789,2.3312101910828025,1,1,1,1,0,0,1,5,4,4,4,4,4,5,,,,1,,,,,,
2024-06-06,5,6,158,1.0,22,6,2,2024,22,2024,23,2024-06-02,2024-06-01,2024-04-01,2024-01-01,2024-06-08,2024-06-30,2024-06-30,2024-12-31,67,7,30,91,366,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,0.7142857142857143,0.2,0.73626373626373631,0.43169398907103823,1.4,5.0,1.3582089552238805,2.3164556962025316,1,1,1,1,1,0,1,5,4,4,4,4,4,5,,,,,1,,,,,
2024-06-07,6,7,159,1.0,22,6,2,2024,22,2024,23,2024-06-02,2024-06-01,2024-04-01,2024-01-01,2024-06-08,2024-06-30,2024-06-30,2024-12-31,68,7,30,91,366,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,0.8571428571428571,0.23333333333333334,0.74725274725274726,0.4344262295081967,1.1666666666666667,4.2857142857142856,1.338235294117647,2.30188679245283,1,1,1,1,1,1,1,5,4,4,4,4,4,5,,,,,,1,,,,
2024-06-08,7,8,160,2.0,22,6,2,2024,23,2024,23,2024-06-02,2024-06-01,2024-04-01,2024-01-01,2024-06-08,2024-06-30,2024-06-30,2024-12-31,69,7,30,91,366,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,1.0,0.26666666666666666,0.75824175824175821,0.43715846994535518,1.0,3.75,1.318840579710145,2.2875,1,1,1,1,1,1,2,5,4,4,4,4,4,5,,,,,,,2,,,
